alcohol,alcohol_acidity_ratio,density,chlorides,free_SO2_ratio,volatile acidity,total sulfur dioxide,acid_balance,total_acidity,fixed acidity,pH,residual sugar,quality
-0.648650835637414,-1.152491295996444,-0.06526014811524845,0.17727105069775392,-0.6754233609234729,-0.875403363103171,-1.2335121888601064,1.1780205274638897,1.2007463902567743,1.339086773784465,-0.30000189242275865,-0.8464908273026112,7
-0.31995287467479083,-0.05130705435796502,-0.23742287418496152,-0.08247147648367845,0.694663841971559,0.9616938903623791,-1.3726470737575518,-0.08609410863252949,-0.35527198629056234,-0.2761419547970827,-0.5639822313956678,-0.27048152186614954,6
-0.812999816118727,-1.4512629095589333,1.3120416604423033,-0.21234274007439433,-0.6185270432193957,-0.005199400935278622,1.3172940342597257,1.0125407536758364,1.6719350535774484,1.6852072156233688,0.9539047176985587,0.3878148272040924,6
0.2552685570098026,0.8530526795797598,-0.1685577837570916,-0.5586661096496373,0.5487785003675241,-1.0687820213627024,0.29697154501179285,-1.1269497379509024,-0.9908287879789116,-0.853009357861921,1.547860480387606,-0.2910532827745945,6
-1.5525702282846319,-1.1258396310241903,1.4704313684263888,0.437013577879186,-0.25732163234048205,4.007407757950001,2.662264588268364,-0.713745471270839,0.0994798631933427,-0.6222623966359855,0.6239292939824236,1.4369746335347906,5
0.1730940667691468,-0.04439229466608908,-0.5473157811104145,-0.775118215634164,0.9702250427791792,-1.0687820213627024,-1.4422145162062745,-0.0890443650507286,0.0940009252477536,0.18535196765478837,0.6899243787256494,-0.9082061100279463,7
1.898758361822924,1.7120899823516573,-1.5802921375285783,-1.0348607428155963,-1.2689238634485962,-0.48864604658410776,-1.2798904838259215,-0.73131518988273,-0.673050387134737,-0.6222623966359855,0.6899243787256494,-0.9082061100279463,7
-0.9773487966000386,-0.5283862026119074,0.7266883918053323,-0.3422140036651105,0.25241883127439707,0.1881792573242526,1.8970227213324147,-0.34215602016338265,-0.2895247309434922,-0.39151543541004996,-0.03602155344984944,0.3878148272040924,5
0.09091957652848956,-0.5838372094286025,-0.6161808715382845,-0.2989235824682051,-0.013150222848015081,-0.05354406550016156,-1.4422145162062745,1.2339055066736355,0.8994048032493689,0.9929663319455622,-1.223933078827941,-1.0110649145701716,5
-0.7308253258780713,-0.5423570329023382,1.3809067508701731,0.5235944202729967,1.6279370710882768,-1.2621606796222342,-0.6305943543045097,0.2167988848595622,-0.015577833664030353,0.18535196765478837,-0.30000189242275865,2.156986265330367,6
-1.388221247803319,-0.5524011467875363,0.6233907561635273,0.2638518930915644,0.4412412557698604,-0.2952673883245763,2.059346753712768,-0.6668558213947802,-0.673050387134737,-0.853009357861921,-0.2340068076795299,0.34667130538720226,5
-0.15560389419347778,0.43780522869172744,0.003604942312621482,-0.5586661096496373,-0.7596540741270533,0.9616938903623791,-0.004487372266005494,-0.9148211398347301,-0.848376401393592,-0.853009357861921,0.6899243787256494,0.14095369630275165,6
0.9126644789350503,0.7991870528962626,-1.4804377564081517,-0.3855044248620159,3.3193004964745207,-1.2621606796222342,-1.3494579262746442,0.23953047774523015,-0.3991034898552761,-0.2761419547970827,-1.553908502544076,-1.0110649145701716,6
-0.7308253258780713,0.048913051691115116,-0.5748618172815548,3.5106334828594665,1.0467799390599475,0.7683152321028474,0.9462676745332046,-0.8467463519603863,-0.8702921531759484,-1.1991297997008237,-0.6299773161388937,-1.0110649145701716,5
0.41961753749111413,0.09459631868872034,-0.7091487436159165,-0.2989235824682051,-1.1590109024170525,-0.005199400935278622,-1.256701336343014,0.15332198393485674,0.11591667703011097,0.18535196765478837,-0.10201663819307528,-0.9287778709363915,5
1.6522348911009552,1.552696994015681,-1.5045405380579138,-0.6019565308465427,-0.8060085583439138,0.7683152321028474,-1.4885928111720896,-0.0384220340565443,-0.6840082630259152,-0.7376358772489527,-1.9498790110034399,-0.5584861745843802,7
-0.9773487966000386,-1.7794352274537177,0.5545256657356192,0.04739978710703774,-2.1028226623058033,0.47824724471355023,1.456428919157171,1.9358488757901016,2.2965339793746193,2.377448099301174,-0.03602155344984944,-0.9082061100279463,5
1.898758361822924,1.196118294374099,-0.26496891035610187,-0.7318277944372586,0.3827541048720238,2.1219658399195684,-0.6305943543045097,-0.4004994177232543,-0.10324084079345887,-0.2761419547970827,0.491939124495969,1.1078264589996696,8
-0.9773487966000386,-0.5283862026119074,0.2274164862031988,0.30714231428846983,0.7622033519734265,-0.9720926922329369,-0.7697292392019551,-0.27255031500272936,-0.2895247309434922,-0.04539499357114716,0.6899243787256494,-0.10590743459858892,5
-0.073429403952822,-0.8576065722403653,-0.2718554193988965,0.30714231428846983,-1.5847946205914776,-0.7787140339734051,0.15783666011434747,1.0578678221391091,1.2445778938214889,1.2237132931714978,-0.2340068076795299,-0.8876343491195011,5
-0.8951743063593828,-0.5098637443576125,-0.06526014811524845,0.13398062950084852,-0.09291552889767865,0.5749365738433161,-0.4450811744412492,-0.09761940944645943,-0.2347353514876002,-0.04539499357114716,0.09596861603660517,-0.9287778709363915,5
0.09091957652848956,0.038643344940613576,0.5924014654709706,-0.5586661096496373,1.8131181276024888,3.6689951059958217,-1.4422145162062745,-0.07156760792173686,-0.1032408407934579,-0.1607684741841144,-0.30000189242275865,1.4575463944432354,6
-0.15560389419347778,0.8525797293666924,-0.9949388688916073,-0.6019565308465427,0.3411091896139554,-0.875403363103171,-0.5146486168899719,-1.4653389896880002,-1.3195650647142645,-1.4298767609267593,1.0858948871850131,-0.9904931536617264,6
0.1730940667691468,0.1458169513688922,0.07935654178328606,-0.039181055286773056,-0.17676056756473504,-0.2952673883245763,0.6216196097724987,-0.6790705780576837,-0.17994597203170726,-0.04539499357114716,2.207811327819876,-0.8876343491195011,5
0.1730940667691468,-0.540094129768502,-0.2718554193988965,-0.25563316127129976,-0.3409419780570802,-0.1985780591948104,-0.4682703219241568,0.7513099851905782,0.904883741194957,0.9929663319455622,0.09596861603660517,-0.9699213927532815,5
1.6522348911009552,1.480225781955912,-1.2015341401752553,-0.25563316127129976,-0.38814701192935325,-0.1985780591948104,-0.3059462895438038,-0.49366928575687546,-0.6073031317876658,-0.5068889160230172,0.16196370077983394,0.09981017448586167,7
