alcohol,volatile acidity,sulphates,citric acid,free_SO2_ratio,density,total sulfur dioxide,alcohol_acidity_ratio,chlorides,fixed acidity,acid_balance,total_acidity,pH,free sulfur dioxide
-0.7694745457785532,-0.1611112716195254,0.35928253972118157,-0.4723750604067966,0.03631275411146427,0.4823027862645383,-0.4738790918608517,0.09557363084439423,-0.34692208093844723,-0.6396150714996427,-0.7833147014778744,-0.6745329000517177,1.356396926416372,-0.37279949779497007
0.524823658767051,0.27613329778823315,0.2420520543715808,0.039226555064064694,-1.3437796620609,-0.20283791487203337,0.6639595254530205,0.7359489730669585,-0.06328409752841323,-0.7547991809766207,-0.6822015365213506,-0.6854795004573716,0.06590167088581153,-0.37279949779497007
0.06257430000076386,-1.3635338374908619,0.5351282677455826,1.471711078382476,-0.2698357487862502,0.10226380360283692,1.6820256567338534,-0.23687126692207286,0.07853489417660348,0.10908164010071351,0.06808745566075816,0.1245689295610299,-0.06314785466724451,1.8295429521346043
-0.5845748022720374,-0.05180012926758561,-0.3441003723764223,-1.2397774836130884,-0.9919468914906426,0.3966601986224371,1.3526513201429957,0.3173928548033494,-0.24562280114914936,-0.6972071262381319,-0.81042056607327,-0.8004188047167399,1.2273474008633158,0.48898667826442854
-0.6770246740252962,0.44010001131614285,-0.3441003723764223,-1.2909376451601744,-1.2046641757664533,0.3966601986224371,1.2029357126016966,0.2248279848821863,-0.14432352135985152,-0.6972071262381319,-0.7917029000715198,-0.7566324030941235,1.09829787531026,0.10597060001580692
1.726671991559398,-1.6368116933707115,-0.6957918284252239,0.75546881672327,0.9576205783751364,-1.578471978872901,-0.8930827929764888,0.7018108874926843,-0.3874417928541661,-0.06369452411475372,0.03398590063144486,-0.14362278037749512,-0.6438707196559953,-0.6600615564814363
-0.9543742892850674,0.27613329778823315,-0.6957918284252239,0.039226555064064694,-1.2771166107949565,0.3163702727080007,2.0113999933247113,-0.46037708188396775,-0.4482213607277448,-0.1788786335917312,-0.07847156695635454,-0.1381494801746682,-0.5793459568794659,0.48898667826442854
-0.5845748022720374,0.27613329778823315,-0.9888680417992258,-0.8816563527834855,-0.806669817814195,-0.5668189123508593,1.8616843857834122,-0.0769547328972174,0.2811334537551989,-0.35165479780719794,-0.053541423940051486,-0.40086788991036626,-1.482692635750858,1.1592648151995164
-0.21477531525900906,0.22147772661226328,-0.28548512970162193,-1.2909376451601744,1.7631743426672188,-0.5132922950745684,-0.6235946994021506,0.5394104146479685,-0.32666222498058767,-0.7547991809766207,-0.7225002616862233,-0.8332586059337018,0.32400072199192365,0.10597060001580692
-1.1392740327915833,0.11216658426032408,-0.1682546443520212,-0.2677344142184521,-1.3906906981369342,-0.43300236916013196,0.7537888899777998,-0.23024905902575205,0.3621728775866372,-0.5244309620226647,-0.17198003783894095,-0.5158071941697336,-1.6762669240804438,-0.37279949779497007
-1.0468241610383244,-0.4343891274993746,-0.051024159002420445,-0.21657425267136596,1.126868237943574,0.5518873887237047,-0.863139671468229,-1.1609052397508894,-0.12406366540199194,1.0305545159165364,0.9685944399663392,0.9127241587681232,-0.5793459568794659,-0.5643075369192809
-0.8619244175318104,-0.5437002698513144,-0.3441003723764223,-0.2677344142184521,-0.04199841095094778,-0.20283791487203337,0.27469894584564314,0.6913184988163571,-0.20510308923343024,-1.215535618884532,-1.2394229999491946,-1.2382828209429029,1.356396926416372,0.48898667826442854
-0.39967505876552323,-0.1611112716195254,-1.1060985271488266,-1.1886173220660021,0.7672169613606441,-0.12790065068526169,-0.6235946994021506,1.1937846596350432,0.07853489417660348,-1.33071972836151,-1.2831883048905888,-1.4079551272305408,0.9692483497572039,-0.27704547823281467
-1.1392740327915833,-1.035600410435043,0.007591083672379936,0.9089493013645286,0.11984466351137074,1.119269531852484,-0.9529690359930084,-1.5204615539412378,-0.12406366540199194,1.7216591727784043,2.1035095222815308,1.6297264853384656,-2.3860393146222503,-0.9473236151679025
-1.1392740327915833,-1.3635338374908619,0.007591083672379936,0.6019883320820119,-0.7808472291484883,3.153280988351718,-0.71342406392693,-1.3248082575686686,-0.3874417928541661,1.318514789608981,1.3872929958426956,1.180915868706648,-1.224593584644746,-0.9473236151679025
-0.30722518701226614,0.9046723663118864,-0.6957918284252239,-0.7281758681422271,1.4145892592099174,-0.6685194851758359,-0.8032534284517094,0.23795851019596392,-0.24562280114914936,-0.6396150714996427,-0.5537355700962484,-0.5951700471107254,-0.1276726174437711,-0.37279949779497007
-0.7694745457785532,0.6860500816080074,-1.399174740522828,-0.06309376803010762,-1.5448269595296185,0.359191566529081,-0.3541066058278125,-0.8885037190955031,0.15957431800804175,0.5698180780086255,0.5269090137507432,0.6034826973083958,-0.3857716685498832,-1.0430776347300579
3.2983198113647734,-0.5983558410272842,0.4765130250707823,-1.3932579682543467,-0.003464345602776871,-2.7667628824066908,-0.14450475526999396,5.089838271297703,-0.8128987679692168,-1.9642323304848883,-1.9468211534242703,-2.0756977519754396,2.582367419170403,0.010216580453651524
-0.7694745457785532,0.002855441908384288,-1.1647137698236267,-0.2677344142184521,-0.06927533361313615,0.0380318628712759,1.2628219556182163,-0.37628204733861065,-0.20510308923343024,-0.12128657885324247,-0.0781656756294112,-0.14362278037749512,-0.32124690577335663,1.6380349130102936
-0.4921249305187803,-0.8169781257311636,-0.8130223137748247,-1.08629699897183,-0.8842429821324006,-0.24565920869311367,0.06509709528782459,-0.06446396179265652,-0.20510308923343024,-0.1788786335917312,-0.25601561221139857,-0.3680280886934028,0.38852548476845306,-0.37279949779497007
-0.5845748022720374,-0.7623225545551937,0.5351282677455826,1.0112696244587007,0.30480817718259146,0.7981098281946787,-0.9829121575012681,-1.2647104843672767,0.6052911490809517,1.4912909538244483,1.2357246997451268,1.4491075786451741,-0.06314785466724451,-0.9473236151679025
-0.21477531525900906,0.002855441908384288,-0.5785613430756232,-0.2677344142184521,-0.7912719038320515,-0.004789430949744973,-0.5936515778938909,-0.3545023920871637,0.24061374183948006,0.16667369483920225,0.2474900530550509,0.13004222976385682,-0.7083954824325219,-0.8515695956057471
1.4493223762996252,-1.0902559816110127,-0.6957918284252239,1.625191563023734,-0.527527634337903,0.476950124536933,-0.5038222133691115,-0.10049083144492159,-0.18484323327557065,0.6274101327471142,0.7697925302222349,0.6609523494380799,-1.224593584644746,-0.6600615564814363
0.9870730175333381,1.150622436603751,-0.1682546443520212,-1.2397774836130884,0.36260927520484815,-0.8719206308257891,-0.9230259144847486,1.0888186076793227,-0.6913396322220595,-0.8123912357151094,-0.8562920292351364,-0.789472204311085,0.9047235869806772,-0.8515695956057471
-1.1392740327915833,0.385444440140173,-0.4027156150512227,-0.7281758681422271,-0.8512137832625396,0.9051630627472605,-0.6834809424186703,-0.609225469703218,-0.06328409752841323,-0.0061024693762639646,-0.0414152818568555,-0.0451033767266076,0.0013769081092849425,-0.9473236151679025
0.894623145780081,0.385444440140173,-0.5199461004008235,1.113589947552873,-0.7660332177560564,1.4404292355102295,-0.8331965499599692,-1.2882004769343052,-0.2658826571070089,2.5279479391172486,2.426293248506899,2.5601875198190616,-1.09554405909169,-1.0430776347300579
-0.7694745457785532,1.095966865427781,-1.1647137698236267,-1.3932579682543467,0.7672169613606441,0.6803512701868267,-0.6834809424186703,-0.36759978386454234,-0.14432352135985152,-0.12128657885324247,-0.21979154928825004,-0.15456938078314897,0.4530502475449797,-0.37279949779497007
-1.0468241610383244,0.8500167951359171,-0.28548512970162193,-0.21657425267136596,-0.9282819139588818,-0.16536928277867724,1.1131063480769174,-0.34997508853384707,0.46347215737593506,-0.40924685254568716,-0.26610778359559123,-0.32697833717220043,-0.6438707196559953,0.39323265870227314
-0.7694745457785532,1.3692447213076304,-1.1647137698236267,-1.3932579682543467,0.7672169613606441,0.5840033590895148,-0.6235946994021506,-0.4317740865473237,0.01775532630302477,-0.06369452411475372,-0.16073364125489964,-0.07246987774074415,0.38852548476845306,-0.27704547823281467
-0.39967505876552323,0.27613329778823315,-0.1682546443520212,1.5740314014766479,-0.6713881449710747,0.6910565936420968,-0.863139671468229,-1.5037210770162033,-0.34692208093844723,2.067211501209338,2.115703739266851,2.1606366050126886,-1.4181678729743317,-1.0430776347300579
-0.7694745457785532,0.6040667248440525,-0.4613308577260231,-1.0351368374247438,-0.2179147962360765,-0.3259491346075501,-0.71342406392693,-0.02651850854575903,0.24061374183948006,-0.5244309620226647,-0.46707961454457725,-0.5486469953866951,-0.06314785466724451,-0.7558155760435917
0.524823658767051,0.6040667248440525,-1.223329012498427,-1.2909376451601744,1.1894162860449526,-1.6748198899702127,-0.024732269236954794,1.5406820172377755,-0.3874417928541661,-1.2731276736230213,-1.244943619124931,-1.2875425227683466,1.0337731125337333,0.9677567760752055
-0.9543742892850674,0.22147772661226328,-0.3441003723764223,-1.3932579682543467,-0.7433184002876607,0.027326539416005824,-0.05467539074521459,0.17850935578210023,2.06400077804684,-0.7547991809766207,-0.6719746697121431,-0.8442052063393557,0.0013769081092849425,-0.37279949779497007
0.7097234022735651,-0.7623225545551937,1.2385111798431865,0.8066289782703563,1.3066938762350389,-1.3001335690361167,-0.6834809424186703,1.428388873628602,-0.34692208093844723,-1.215535618884532,-1.1820458980562047,-1.1452367174948432,0.9047235869806772,-0.18129145867065927
-0.4921249305187803,-1.3635338374908619,0.007591083672379936,1.113589947552873,0.6130806999679598,0.476950124536933,-0.7733103069434496,-1.469946497620421,-0.2861425130648685,2.1248035559478264,2.3978110956123073,2.001910899130704,-2.1279402635161384,-0.5643075369192809
1.264422632793111,-1.4728449798428018,-0.1682546443520212,1.3693907552883038,1.2046306761236665,-1.1770223493006593,0.8136751329943194,-0.34855331958301494,-0.10380380944413238,0.9729624611780476,1.3202935045983588,0.923670759173778,-2.1279402635161384,2.499821089069692
-0.39967505876552323,0.44010001131614285,-0.9302527991244255,-0.4212148988597105,0.3450176366763352,0.6214719911829304,0.6639595254530205,-0.528512762670335,0.11905460609232263,0.28185780431618074,0.3204107213951483,0.2668747348345328,-0.5793459568794659,1.350772854323827
-1.1392740327915833,0.002855441908384288,1.1798959371683861,-0.7793360296893133,-0.3117368683881452,0.16649574433439795,-1.0427984005177877,-0.17093101213718515,1.557504379100351,-0.5244309620226647,-0.42290519938118626,-0.5814867966036577,-0.32124690577335663,-1.1388316542922132
0.9870730175333381,2.626322858354937,-0.3441003723764223,1.9833126938533372,-1.3661690201880983,-1.6801725516978774,1.2328788341099566,1.2306745642734755,-0.9952374715899528,-1.445903837838488,-1.5230575593236773,-0.8989382083676264,2.259743605287764,-0.08553743910850388
0.894623145780081,0.27613329778823315,0.12482156902198069,-1.3932579682543467,2.668230851870415,-0.679224808631106,0.4843007964034617,1.401186557984405,0.24061374183948006,-0.9851673999305766,-1.1156766259333353,-1.0576639142496105,1.8080702658520666,3.265853245566935
-1.3241737762980974,0.27613329778823315,-0.5199461004008235,1.9833126938533372,-1.0922566601213117,2.189801877378362,0.005210852271305001,-1.732574457037196,-0.2861425130648685,1.8944353369938705,1.6631098704938487,2.0402240005504932,-0.3857716685498832,-0.5643075369192809
-0.8619244175318104,-0.3797335563234047,-0.22686988702682157,0.6019883320820119,0.5514261954108863,0.7445832109183878,-0.9529690359930084,-1.3029545218588425,-0.5495206405170426,1.3761068443474698,1.3348637110291308,1.3341682743858059,-0.837445007985578,-0.8515695956057471
0.10879923587739322,0.05751101308435418,-0.9302527991244255,-1.08629699897183,0.2944169685493769,-2.3278446207410335,1.2628219556182163,1.4391429662170758,-0.7723790560534977,-1.33071972836151,-1.1482013402604592,-1.3751153260135789,-0.06314785466724451,2.1168050108210705
0.524823658767051,1.0139835086638262,-0.28548512970162193,-0.4212148988597105,-1.7387403206365435,-1.4767714060479242,0.4543576748952019,2.0550014016893807,1.4764649552689126,-1.7338641115309328,-1.716698755364301,-1.5913106840252467,2.0016445541816523,-0.8515695956057471
-0.5845748022720374,1.861144861891359,0.35928253972118157,-1.3932579682543467,0.28964723343904875,1.8954054823588213,0.4244145533869421,-0.34877218178925234,0.15957431800804175,-0.12128657885324247,-0.45491672657624355,-0.07794317794357107,1.8725950286285962,0.9677567760752055
-0.029875571752493238,0.6040667248440525,-0.4613308577260231,-1.2397774836130884,0.45397230111099557,-0.6738721469035007,-0.4738790918608517,0.7103099095776191,-0.2658826571070089,-0.8699832904535987,-0.8180658099372276,-0.8989382083676264,0.32400072199192365,-0.18129145867065927
0.894623145780081,-0.4343891274993746,-0.051024159002420445,-0.8304961912363995,0.7672169613606441,-1.6962305368807529,-1.0427984005177877,1.1905977349085497,-0.9141980477585147,-0.8123912357151094,-0.7103373737288203,-0.9044115085704528,-0.06314785466724451,-0.9473236151679025
-0.21477531525900906,-0.6530114122032542,-0.051024159002420445,0.6019883320820119,0.03631275411146427,0.9051630627472605,-0.4738790918608517,-0.6407646925122552,-0.48874107264346395,0.5698180780086255,0.5128163650879176,0.5405397449758857,-0.32124690577335663,-0.37279949779497007
0.43237378701379386,0.8500167951359171,-0.6371765857504236,-1.0351368374247438,1.126868237943574,-0.2081905765996981,-1.1326277650425671,0.456502844372617,-0.6103002083906213,-0.46683890728417593,-0.5047917641907037,-0.46928414244570327,0.4530502475449797,-1.0430776347300579
