alcohol,alcohol_acidity_ratio,density,volatile acidity,chlorides,free_SO2_ratio,quality
1.6450430533988358,0.9944167523976231,-1.114991654241862,-0.7380198963631885,-0.5887049472699861,0.1992321705207318,6
0.3801298979927822,-0.1991350684773727,-0.889042012916758,-0.26253274624543876,-0.534447555181708,-0.8055986133330175,6
0.12714726691157088,-0.6123444159901656,1.3367305732710222,0.9261851290489361,0.6863437668045529,-0.20713017166370368,6
-0.37881799525085025,-0.6015675030288021,0.4936348966847288,0.45069797893118607,-0.7514771235348209,-1.0079087823587187,6
-1.1377658884944826,-0.5204848262714958,0.4261872425578343,-1.094635258951501,-0.31741798682859496,0.11611789915598623,5
0.2958023542990456,-0.05833278130143685,-0.6529752234725898,-0.32196864001015757,-0.5887049472699861,-0.6181881575612233,5
1.4763879660113626,2.0091285258301856,0.02150131779642993,-0.4408404275395948,0.03525506174521382,-0.6595285330791164,6
1.3920604223176245,0.5349472076373231,-0.6293685445281693,1.0450569165783736,-0.5615762512258471,-1.1976872676315733,6
0.7174400727677301,0.026603739172090617,0.1294175643994686,-0.20309685248071996,0.22515593405418768,2.2205176280007817,6
-0.8847832574132714,-0.484704794901681,0.7060950071844764,-0.20309685248071996,-0.2360318986961775,-0.410167344760817,5
-0.8847832574132714,-0.7595819415606796,0.7634255131923442,1.0450569165783736,0.7677298549369703,0.4437489946647569,7
1.3077328786238878,0.7715634910810212,-1.6377109737253692,-0.26253274624543876,-0.534447555181708,-0.24253152492166202,6
-0.63180062633206,-2.3019089804566764,1.4041782273979166,-0.20309685248071996,0.4150568063631614,-0.6356086197169222,8
-0.4631455389445868,-0.3785776880539179,0.4059529463197435,-0.6785840025984698,-0.12751711451962108,-0.5241986873258236,5
1.8136981407863089,1.3325931348559867,-1.6512005045507632,-0.08422506495128237,-0.26316059474031667,-0.6689025531805167,6
-0.8847832574132714,-0.3448440198860615,0.4599110696212816,-0.4408404275395948,-0.2360318986961775,0.7845569753111312,6
1.3920604223176245,0.5687252162557137,-0.1133939904573965,-1.0351993651867821,-0.31741798682859496,-0.7659658195214728,8
-1.0534383448007445,-0.3911921651447737,0.8983208214461332,1.5205440666961234,-0.1817745066078992,-0.657955568254845,4
-0.969110801107008,-0.8410087487854376,1.2355590920806432,1.5205440666961234,0.36079941427488343,0.08383384333662253,5
0.3801298979927822,0.9498039436757094,-0.9969582595197967,-0.856891683892626,-0.26316059474031667,0.5238036514859047,7
-0.5474730826383234,-0.472468055972743,1.2692829191440904,1.877159429284436,0.7406011588928312,-0.20713017166370368,6
-0.969110801107008,-0.9439450107602028,0.8308731673192387,1.2828004916372489,0.6863437668045529,-0.2934209702299768,6
-1.2220934321882193,-0.3713283417668229,1.1681114379537485,-0.5597122150690323,-0.12751711451962108,-0.5428626775608977,6
